name,rate,votes
Connie's Restaurant & SteakHouse,4.2,176
Shawarma Time,3.7,80
Rasovara,4.3,765
Gokul Kuteera,3.9,258
Donne Biryani Mane,3.2,7
Ascharya Hotel,3.4,11
The Only Place,4.2,2924
Le Rock,4.0,1205
99 Pancakes,4.1,41
NoLimmits Lounge and Club,4.0,2112
BLOW,4.3,945
Wolf'ish,4.1,461
Toscano,4.4,1842
The Biere Club,4.3,3485
Ice & Spice,3.0,96
Express Food Delivery,2.8,38
Bhaiyajees,3.7,16
BISO - Citrus Hotels,3.9,158
Monsoon Express,3.4,7
Crunch Pizzas,2.5,34
Royal Restaurant,3.2,7
Zodiac - Fortune Select JP Cosmos Hotel,3.8,91
Height's Cafe - Hotel Bangalore International,3.2,2
Navab's,3.6,10
The White Room - Coffee & Kitchen,4.0,1706
99 Pancakes,4.1,41
IceBreakers,4.3,182
ZOROY Luxury Chocolate,4.0,68
Drunken Monkey,4.0,122
Baskin Robbins,3.5,36
Alchemy - The Chancery Pavilion,4.3,447
Green Theory,4.2,2840
Belgian Waffle Factory,4.9,1744
Glen's Bakehouse,4.4,1093
Dunkin' Donuts,4.1,1079
Art of Delight,4.4,1899
Bengaluru Baking Company - JW Marriott Bengaluru,4.3,523
CafÃÂÃÂÃÂÃÂ© Mor'ish,4.1,115
Bhagatram Sweets,3.6,223
Fabelle Chocolate Boutique - ITC Gardenia,4.5,233
Fabcafe,4.1,55
Skoolroom,4.3,569
Lakeview Milkbar,4.0,1445
Corner House Ice Cream,4.5,292
XO Belgian Waffle,4.4,216
The Bengaluru Brasserie - Hyatt Centric MG Road,4.1,119
Nossa Goa,4.1,297
Marzipan Cafe & Bakery,4.2,432
Happy Belly Bakes,4.2,116
Amma's Pastries,4.0,98
GMT - Gelateria Montecatini Terme,4.4,68
The Flying Squirrel,4.0,24
Koshy's,3.6,52
Haji Ali Juice Centre,4.0,78
The Waffle Press,4.3,116
Sugar & Spice - Taj MG Road Bengaluru,4.0,79
Anand Sweets and Savouries,4.0,184
All Saints Bakery,3.6,23
ROYCE' Chocolate,3.5,19
Munchies,3.9,65
Smoor,4.1,63
Fatima Bakery,3.7,14
Keventers,3.9,89
Tewari Bros Mithai Shoppie,3.8,59
WAFL CafÃÂÃÂÃÂÃÂ©,4.0,85
Iyengars' Bakery,3.4,14
Yauatcha PÃÂÃÂÃÂÃÂ¢tisserie,3.9,53
Bowring Kulfi,4.0,100
Amande Patisserie,4.2,231
Santhanam Sweets & Savouries,3.9,35
Pabrai's Fresh & Naturelle Icecreams,4.2,131
Pop'z Kitchen,3.7,23
Gelato Italiano,2.9,17
Shilpa Veg,3.6,37
Chocolate Junction,3.8,29
Sreeraj Lassi Bar,3.9,73
Mad Over Donuts,3.9,148
The Lobby Brew - Conrad Bengaluru,3.8,25
Just Bake,3.4,6
Excelsior Bakery,3.6,15
Croons,3.8,26
Sweet Chariot,3.5,9
Kanti Sweets,3.9,101
The French Loaf,2.9,47
MiniMelts,3.9,66
Up Bhavan,3.4,6
Ice N Spice,3.7,17
Snow Gola,3.7,17
Mishra Pedha,3.3,4
Ooty Chocolates,3.5,17
Cookie Man,3.4,36
Daily Bite,3.5,14
The Sugar Therapy,3.8,26
Rawal Jalebi,3.5,9
Delhi Bhavan,3.4,11
S R & Sons Bakery,3.5,10
Deli Counter - Gateway Hotel,3.5,6
Brea,3.2,7
Painted Platters,3.9,38
Delices,3.1,6
Frozen Bottle,3.7,19
Berrylicious Cafe,4.1,125
Krispy Kreme,4.0,47
Natural Ice Cream,4.2,220
Bhaiyaji Food Court,3.4,27
Arya Bhavan Sweets,3.2,6
Batter Splatter,3.3,5
Lassi Shop,3.7,17
Ganache - The Ritz-Carlton,3.9,49
Ibaco,4.0,93
Sweet Truth,4.0,49
The Belgian Waffle Co.,3.7,73
Hammered,4.7,4677
The Bangalore Cafe,4.2,478
Thom's Bakery,4.1,211
The Culinarium,4.0,23
Dolci Desserts,4.3,655
L'inoui,4.1,33
Sri Rama Vilas Sweets,3.8,30
Brownie Heaven,4.2,34
Sri Jayalakshmi Bakery,3.3,5
Surya Bakery,3.5,21
Cool Corner Arun Ice Cream,3.5,8
KC Das - Sweet Bite,3.5,20
Bangalore Masala House,4.2,255
Shilpa Gulati's Desserts,3.6,17
The Bakery World,3.2,5
Le ChÃÂÃÂÃÂÃÂ©ri,3.8,33
Cake of the Day,3.5,19
Tea and Wine Lounge,3.5,10
Chutney Chang,4.2,4733
eat.fit,4.1,94
Brik Oven,4.6,2263
Church Street Social,4.3,7547
Oh! Calcutta,4.4,1112
Carnatic,4.2,169
The Only Place,4.2,2924
Mainland China,4.5,1401
The White Room - Coffee & Kitchen,4.0,1706
Matteo Coffea,4.4,2638
Bheema's,4.0,781
Hoppipola,4.3,1708
Easy Tiger,4.3,2244
Russh Gastropub,4.2,1289
Empire Restaurant,4.0,3213
BLOW,4.3,945
Anupam's Coast II Coast,4.1,853
Smally's Resto Cafe,4.3,3548
Roomali,4.0,173
Coconut Grove,3.9,681
Little Green Cafe,4.3,788
Oye Amritsar,4.1,452
Qissa Khawani,4.4,319
Wolf'ish,4.1,461
20 Feet High,4.0,933
Somilan Steak House,4.3,527
Chugg,3.9,746
Ayda Persian Kitchen,3.9,224
Tata Cha,3.9,67
Cafe 22,3.0,11
Coco Grove Beer Cafe,3.8,152
Alibi - Maya International Hotel,1.8,224
Funjabi,3.5,140
Lotus Royal Cuisine,3.3,13
Green Paprika,3.3,7
Pizza Hut,3.7,39
C Sharp Kitchen,3.4,50
Mandarin Box,4.0,79
Indian Coffee House,3.9,1218
99 Pancakes,4.1,41
Mel's Korner,3.8,95
Desi Vdesi,3.9,202
Donne Biriyani Mane,3.5,62
Vasudev Adiga's,3.7,58
Kaati Zone,3.1,163
The 13th Floor,4.4,4582
Skyye,4.2,3119
Communiti,4.7,3920
Olive Bar And Kitchen,4.5,2198
Ebony,4.3,3130
Arbor Brewing Company,4.5,8382
KazÃÂÃÂÃÂÃÂ©,4.4,864
JW Kitchen - JW Marriott Bengaluru,4.4,2119
Shiro,4.4,2229
Nagarjuna,4.3,1772
Hyderabad Biryaani House,4.3,1352
Yauatcha,4.6,2341
Hard Rock Cafe,4.5,5265
ShakesBierre,4.4,264
NoLimmits Lounge and Club,4.0,2112
Farzi Cafe,4.4,2395
The Permit Room,4.5,1576
Rim Naam - The Oberoi,4.6,983
The Tao Terraces,4.0,1913
Karavalli - The Gateway Hotel,4.5,675
Bangalore Brew Works,4.2,2213
MISU,4.6,1217
The Bar Stock Exchange,4.3,609
Samarkand,4.1,2046
Caraway Kitchen - Conrad Bengaluru,4.3,152
The Biere Club,4.3,3485
SkyDeck By Sherlock's,4.2,1427
Cafe Azzure,4.3,2669
Toast & Tonic,4.6,1083
Smoke House Deli,4.6,2492
Soda Bottle Opener Wala,4.4,3656
Fava,4.4,2041
Alchemy - The Chancery Pavilion,4.3,447
Spice Terrace - JW Marriott,4.3,757
Green Theory,4.2,2840
Koshy's,3.9,2322
Sunny's,4.1,1330
Sanchez,4.3,1030
1Q1,4.3,596
RockSalt,4.4,488
Caperberry,4.6,1429
Portland Steakhouse & Cafe,4.3,2040
Mahesh Lunch Home,4.1,860
Harima,4.3,668
Sotally Tober,4.4,194
Rasovara,4.3,765
Toscano,4.4,1842
Meghana Foods,4.3,2139
Double Decker,4.3,2658
Tandoor,3.9,1362
CafÃÂÃÂÃÂÃÂ© Felix,4.4,693
Truffles,4.5,3573
Hae Kum Gang,4.4,1190
Barbeque Nation,4.4,1065
Tiamo - Conrad Bengaluru,4.2,140
The Barn - Bar & Kitchen,4.2,240
Cubbon Pavilion - ITC Gardenia,4.3,679
Green Onion,4.3,1187
Tree Tops Bar & Kitchen,4.4,113
Le Jardin - The Oberoi,4.3,689
Capri Gastrobar,4.3,286
The Rice Bowl,4.3,500
The Open Box,4.2,2272
Alba - JW Marriott Bengaluru,4.4,561
BBQ@52,3.7,41
Konark Vegetarian Restaurant,4.1,1007
ASEAN - On The Edge,4.4,864
Watson's,4.2,1428
BBQ'D - Global Grill & Brewery,4.3,458
KC Das,3.9,370
Bangalore Pub Exchange,4.2,210
Salvadores,4.4,190
Sriracha,4.3,688
The Spice Bazaar,4.2,332
Republic Of Noodles - Lemon Tree Premier,4.5,550
Hotel Tom's Restaurant,4.4,714
RS Shiv Sagar,4.1,530
Carnival de Goa,4.2,982
Chianti,4.4,280
Mahjong Room - WelcomHotel Bengaluru,4.6,116
Cafe Mozaic - Taj MG Road Bengaluru,4.1,564
Japan Travel Cafe Azuki,4.3,67
The Market - The Ritz-Carlton,4.3,614
Bang - The Ritz-Carlton,4.3,474
WelcomCafe Jacaranda - WelcomHotel Bengaluru,4.0,53
The Konkan - Seafood Restaurant,4.4,218
Teppan Japanese Grill & Sushi Bar,4.3,904
Cafe Kaara,4.2,164
Cobaja,4.3,61
Kebabs & Kurries - ITC Gardenia,4.3,357
Naachiyar's,3.9,117
Benjarong,4.2,858
Kitchen On Table,4.0,48
Mikusu - Conrad Bengaluru,4.1,80
Ente Keralam,4.0,1098
Cafe Noir,4.2,2076
CafÃÂÃÂÃÂÃÂ© Mor'ish,4.1,115
Laughing Llama Gastropub,4.3,394
Plan B,4.2,4428
Tiger Trail - Ramada Hotel,4.0,188
Smaaash,4.2,538
Kudla - Hotel Ramanashree,4.1,354
Pecos Classic,4.1,552
Puran da Dhaba - The Pride Hotel,4.0,164
Ging - Royal Orchid Central,4.3,225
Hamza,3.9,161
Pashto,4.1,768
Edo Restaurant & Bar - ITC Gardenia,4.3,233
Indian Durbar - Conrad Bengaluru,3.9,49
Slo' Food Co.2,3.7,42
My Space - WelcomeHotel Bengaluru,3.9,23
Memories of China - Taj MG Road Bengaluru,4.3,449
Guzzlers Inn,4.0,949
Chin Lung Resto Bar,3.9,378
Kobe Sizzlers,4.1,1120
Skoolroom,4.3,569
Ice - Taj MG Road Bengaluru,4.1,608
Amber Rush Restobar,4.1,93
Season - Adarsh Hamilton,4.3,326
EatWater,4.2,121
The Grill House,4.1,765
Riwaz - The Ritz-Carlton,4.1,270
Fuel Resto Bar,4.2,38
The Lantern Restaurant & Bar - The Ritz-Carlton...,4.4,424
Bootlegger,4.1,1543
Mangalore pearl - Seafood Restaurant,4.3,94
Foodhall,4.0,113
Cafe Mangii,4.3,1048
Kabab Korner,3.9,205
MTR 1924,4.2,697
Marzipan @ The Bohemian House,4.2,50
Le Rock,4.0,1205
Xpress Biryani,4.3,148
Fort Kochi,4.1,336
i-Bar - The Park Bangalore,3.8,617
Panchavati Gaurav Thali,4.0,929
Citrus Cafe - Lemon Tree Premier,3.9,183
Cafe Coffee Day The Square,4.1,388
The Souk,3.7,66
The Bengaluru Brasserie - Hyatt Centric MG Road,4.1,119
Trick Or Treat,4.2,618
Utse Kitchen,4.2,174
Mani's Dum Biryani,4.0,175
Fusion Lounge,2.0,396
Chung Wah,4.0,360
Imperial Restaurant,3.9,366
Nossa Goa,4.1,297
Cafe Imroze,3.6,95
The Egg Factory,4.2,1765
Happy Belly Bakes,4.2,116
Haldiram's Express,3.6,44
Matsuri - The Chancery Hotel,4.4,183
The Blackboard Bakery,3.7,90
The Good Grain,4.1,54
New Hilal Restaurant,4.0,108
The Flying Squirrel,4.0,24
Scottish Pub,3.9,190
Thai House,4.2,127
Palmgrove,4.0,224
The Biryani Paradise,3.8,32
Tasting Room - Bengaluru Oota Company,4.0,58
Kaulige Millet Corner,4.0,32
WYT RestroPub,2.7,402
ThrowBack - Pub & Dine,3.9,234
Lotus Pavilion - ITC Gardenia,4.2,176
Ithaca - The Chancery Pavilion,3.9,312
OCEA HOTEL,3.7,279
Taj Hotel,3.7,110
KKR FOODIES,3.1,59
Fatso's,3.8,72
Vinny's,3.9,205
Al Noor,3.8,22
Kamat Hotel,3.6,60
Dakshin Restaurant,3.6,16
Woody's,2.5,433
Little Chef,4.0,102
Fresh Pressery Cafe,4.1,104
Atomic Lab,3.5,54
Urban Solace - CafÃÂÃÂÃÂÃÂ© for the Soul,3.9,462
Kabab Magic,3.9,74
Soul Cafe,3.9,314
South Parade - The Chancery Hotel,3.1,123
MoXa Bistro,3.9,36
Mint Masala,2.8,252
Downtown,3.7,294
The Lobby Lounge - The Ritz-Carlton,4.1,28
Pind Balluchi,4.0,1022
The Ritz-Carlton Bar - The Ritz-Carlton,4.0,93
Moto Store & CafÃÂÃÂÃÂÃÂ©,4.2,382
Sphyre - Gateway Hotel,3.6,43
The CafÃÂÃÂÃÂÃÂ© @ Saanchi,4.0,30
Slounge - Lemon Tree Premier,4.0,62
Tewari Bros Mithai Shoppie,3.8,59
The Chariot,2.9,50
Shaadi Ki Biryani,2.8,296
Maravanthe,3.5,12
Polo Club - The Oberoi,4.1,116
Yak's Kitchen,4.0,162
Northern Gate- Gateway Hotel,3.9,100
Sagar Delicacy,3.9,87
Bar UNO - JW Marriott Bengaluru,3.9,72
Saatvikk,2.8,132
Sidewalk Cafe - Nahar's Heritage Hotel,3.9,136
Szechwan Court - The Oberoi,4.1,168
Curry with a 'K' - St. Mark's Hotel,3.9,89
No 10 Fort Cochin,3.8,194
Parika Multicuisine Restaurant,3.8,203
Peppa Zzing,4.3,1133
Halli Oota,3.3,6
Cafe Cerrise,3.8,96
Aqua - The Park Bangalore,4.0,195
Cafe Treat - The Pride Hotel,4.1,118
Chaithanya Delicacy,3.7,52
Gobble Up Churros Cafe,3.8,37
Xian,3.8,81
Nandhini Paradise,3.6,277
A2B - Adyar Ananda Bhavan,3.6,42
Beijing Bites,3.8,262
Canopy,3.0,108
Cafe @ Elanza,3.7,145
Chai Ki Tapri,3.7,16
Tempura Restaurant,3.9,122
CafÃÂÃÂÃÂÃÂ© MH-28,3.4,9
The Oriental Spice - Ashraya Hotel,3.9,158
The RoofTop,3.3,4
Pinxx - Royal Orchid Central,3.8,198
Monsoon - The Park Bangalore,4.2,271
Mighty Small,4.1,259
The Hub - Ibis Hotel,3.5,29
Driven Cafe,3.4,122
Cafe Cassia& Deli,4.2,115
Retro Lounge Bar,3.8,108
Nithyothsav - Hotel Ramanashree,3.0,31
Cafe Monarch Luxur,3.8,23
Flame Pub & Restaurant - Brigade Garden,2.9,24
Jaisalmer,3.7,57
Hashtag Cafe,2.8,44
Ottimo - ITC Gardenia,4.3,164
Sunehri,3.8,67
70 Brigade - Iris Hotel,3.9,106
Liquid Lounge - Hyatt Centric MG Road,4.0,97
Page 3 Multicuisine Restaurant & Bar,3.5,14
The Lobby Brew - Conrad Bengaluru,3.8,25
The Jungle Terrace,3.5,13
Bazaar- Zone By The Park,3.8,52
Hotel Shangrila,3.7,125
White Plate,4.2,258
Stir Fry,4.0,209
MM Bar & Restaurant,3.4,6
Kadamba Foodline,3.7,30
Shan Restaurant,3.0,20
Mamma Mexicana,2.2,406
Aathithya,3.1,16
The Lounge - The Chancery Pavilion,3.7,34
VT Sindhur Veg,3.3,13
Monarch,3.6,10
Hotel Green Tara,3.9,40
Mughals Restaurant,3.2,17
Nawab's Kolkatta Roll,3.4,4
Bon Sante,3.6,104
Hatti Punjab Di,2.8,20
Desi Deck,3.9,96
The Adukkala Restaurant,3.6,41
Unicorn Bar & Restaurant,3.9,119
Murugan Mess,3.3,7
Luscious - St. Mark's Hotel,3.7,11
Spice It,3.8,52
Lifetree CafÃÂÃÂÃÂÃÂ©,3.4,10
Petoo,3.7,32
Chai Point,4.0,133
Taste Of Kerala,2.2,48
The Charlton Bar,3.3,4
New Kohinoor Hotel,3.2,9
Amnesia - The Poolside Bar,3.7,15
RR Catering,3.4,10
Engine,3.3,16
Dasaprakash Cafe,3.1,10
Grill 99 - The Ritz-Carlton,3.5,12
In Wok,3.6,118
Baahubelly,3.7,68
Smokie Brownie,3.2,7
Berrylicious Cafe,4.1,125
The Bao Belly,3.3,9
Zaiqa,3.4,8
The Chevron Brigade,3.3,4
Malabar Kitchen,3.2,5
Norsha Caffe,3.3,6
Soul City,3.8,217
The Coffee Bean & Tea Leaf,3.8,260
Casa Express,2.6,26
Italia - The Park Bangalore,3.7,82
Wangs Kitchen,2.5,22
Ozaa,3.8,32
Eatato Snack Bar,3.3,11
Kamat's Palate Korner,4.1,121
Meenu Oota Da Maane,3.2,23
Airlines Hotel,4.0,868
Glen's Bakehouse,4.4,1093
Dunkin' Donuts,4.1,1079
Khazana Food Paradise,4.1,358
Bhagatram Sweets,3.6,223
CAMP TANDOOR,3.7,15
Siddiqu Kabab Center,4.5,174
Amritsari Kulcha Bite,3.9,104
The Bundle Co.,4.4,223
Siddappa Hotel,4.1,274
Lakeview Milkbar,4.0,1445
Juice Junction,4.0,101
Indian Spice Food,3.7,24
Taco Bell,3.8,33
Kentacky Chicken Corner,4.0,103
Leon Grill,4.3,285
Shanthi Sagar,4.1,205
Nisarga Garden,4.0,89
Chetty's Coffee,3.7,18
Little White Kitchen,3.8,20
KFC,3.8,192
Amdo's Corner Tibetan Foods,4.0,47
Shahi Family Restaurant,3.3,73
Domino's Pizza,3.9,117
Hotel Fanoos,4.0,787
New Alameen Restaurant,3.4,24
Stars 'N' Stripes,2.7,77
Sri Saravana Bhavan,3.9,75
Koshy's,3.6,52
SGS Non Veg - Gundu Pulav,3.9,55
Northern Route,4.1,159
Hotel Dil Coorg,3.6,79
Sri Udupi Park,3.8,106
Haji Ali Juice Centre,4.0,78
The Grand Taj,3.2,35
New Kudla Family Resturant,3.2,4
Masala Oota,3.6,79
Kabab Souq,3.6,112
Firewood Biryani,3.9,454
Vishnu Sagar,3.0,33
WOW Momo,3.5,6
Munchies,3.9,65
Mathsya Darshini,3.2,57
Taste Of Tibet,4.0,336
Hatti Kaapi,3.8,30
Fatima Bakery,3.7,14
McDonald's,3.9,115
Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani,3.6,26
Hotel Ajantha,3.9,76
Burger King,3.9,645
Goli Vada Pav No. 1,3.5,18
Yomama!!,3.6,7
Ramji Chaiwale,3.7,43
Yauatcha PÃÂÃÂÃÂÃÂ¢tisserie,3.9,53
Subway,3.9,107
Shilpa Veg,3.6,37
Kabab Nation Corner,3.5,75
Platter,2.9,25
Aaha Andhra,3.5,15
Tayabbs,3.7,70
Allana Kabab,3.3,4
Hotel Metropole,2.9,18
Kerala Kitchen,3.2,31
Donne Biryani House,3.3,70
Five Star Chicken,3.4,26
Ram Prasad Veg,3.6,14
North Indian Hotel,3.5,11
Gundappa Donne Biryani,3.7,161
New Taj,3.3,110
New Arya Bhavan,3.1,23
Maaheshwari Chaat Wala,3.9,27
Juice Shop,3.3,11
Indira Darshini,3.5,22
The Wok Shop,3.4,7
Lemon Rice,3.4,12
Sri Krishna Foodline,3.3,4
Bhaiyaji Food Court,3.3,6
Baskin Robbins,3.7,24
Hotel Ramprasad,4.2,93
Faasos,3.9,252
Chickpet Donne Biryani House,3.7,45
Indy's Comfort Food,4.1,399
K V Canteen,3.5,17
Cool Joint,3.6,25
Rolls On Wheels,3.5,45
Khan Saheb Grills and Rolls,3.4,25
Chilli Chicken,3.1,7
Delhi Bhavan,3.4,11
Sangam Kabab Corner,3.1,4
Hotel Kanchan's Fish & Chicken,3.3,4
Kavya Sagar,2.9,10
Mr. Anbu'g Ambur Biryani,3.2,4
Sona Chicken Kabab,3.2,4
Hatti Punjab Di,3.4,8
Gowdara Naati Mane,3.4,7
Kanis Kitchen,3.6,14
New Select Hotel,3.4,5
Hotel Ashoka,3.7,10
Dine In,3.6,8
Sagar Chats,3.8,38
Bhaiya Ji Food Court,3.0,16
Shree Sadguru Refreshment,3.2,4
Shawarma Inc,3.1,28
Royal Restaurant,3.2,7
Sri Rama,3.2,4
Chaitanya Veg,3.2,5
Tibbs Frankie,3.0,22
Rescafe,3.8,41
Tandoor Da Funda,3.6,15
Hotel Vinitha,3.2,5
Sultan Shah's Restaurant,3.2,9
Sattuani,3.5,10
Shiv Sager,3.0,10
New A1 Chicken Biryani Point,3.1,6
Chinese Corner,3.0,5
Home Treat,3.1,7
Mummy Dhaba,3.2,46
Bangalore Bytes,3.5,121
Roll Er Dokaan,3.2,18
MDP Coffee House,3.5,13
Sweet Chariot Cafe,3.8,113
Shawarma Time,3.7,80
Caffe Maven,3.4,25
Deccan Spices,3.7,23
Bharathi Dosa Camp,3.2,7
Galaxy 2 Restaurant,3.2,4
Hammered,4.7,4677
The Bangalore Cafe,4.2,478
Millers 46,4.4,2266
Eden Park,4.1,614
Sakae Japanese Restaurant,4.3,519
Pasta Street,4.5,1623
Samrat Restaurant,4.1,484
Blue Ginger - The Taj West End,4.4,514
The Culinarium,4.0,23
Dolci Desserts,4.3,655
Mynt - The Taj West End,4.1,339
Feast India Co.,4.2,133
Skylit - Citrus Hotels,4.0,324
Red Onion,4.2,552
Step Right Up,4.1,153
Masala Klub - The Taj West End,4.4,309
Banjara Melting Pot,4.2,475
Infinitea Tea Room & Tea Store,4.3,860
Blue Bar - The Taj West End,4.0,113
Mudpipe Cafe,4.2,740
Raidan Restaurant,3.9,169
Ramana's,4.0,378
Siddique Kabab Centre,3.9,430
Shezan,4.1,391
Hotel Chandrika,3.8,207
Red Lantern,3.7,161
Fat Buddha,4.0,456
Thom's Bakery,4.1,211
Zaks Mediterranean Cuisine,3.9,255
Ta'aam,4.1,402
Peace Restaurant,2.8,109
Chung's Chinese Corner,3.3,200
The Courtyard,3.9,297
Desi Inn,3.5,13
Zodiac - Fortune Select JP Cosmos Hotel,3.8,91
New Prashanth Naati Style,3.8,29
Strikers Sports Bar and Music,3.8,73
Alampur Bar And Restaurant,3.7,42
One Atria Cafe,3.8,102
The Whiskey Bar,3.7,43
Rahhams,2.6,308
Kareem's,3.6,32
Maratha Darshan,4.0,107
Chikkanna Tiffin Room,4.5,203
Hotel Fine,3.5,24
Skyline Family Restaurant,3.4,33
Ujwal Restaurant,3.9,134
Grand Spicy Restaurant,3.6,34
Hotel Nisarga Grand,3.6,31
Taipan,3.5,126
Lickity Garden,3.2,4
Barista,3.7,35
Gangotree,3.8,50
SLN Lunch Home,3.9,27
Masala Central,3.7,75
Chels Cafe,3.5,20
Wazir's,3.3,261
7 Plates,3.9,169
Fish Factory-Citrus Hotel,3.9,39
Sanman Veg,3.5,13
Tiffanys,2.9,31
Pai Vihar,3.2,41
Just Bake,3.5,33
California Burrito,4.0,53
Bangalore Shadi Biriyani,3.5,57
24 Carats - The Capitol,3.1,46
BanBay,4.0,44
Shyvan Restaurant,3.6,82
Aroma Of Asia,3.9,49
Shahi Kabab,3.8,39
Samrudh Veg,3.6,11
Shanthi Sagar Deluxe,2.7,52
Calcutta Chats,3.6,13
Tijouri,4.0,71
Hushy's Kitchen,3.5,58
Foody's,3.8,169
Ultra Biriyani Paradise,3.3,9
Pathaan Sir,3.8,89
Nagashree's,2.9,46
Kamat Restaurant,3.6,31
Arya Bhavan Sweets,3.2,9
Chaithanya Andhra Style Family Restaurant,3.2,4
The Perfect Stop,3.6,11
Bread and Circus,3.7,50
Bangalore Masala House,4.2,255
Nostradamus Bar & Lounge,3.6,14
Mallige,3.2,5
Little Paramount Restaurants,3.6,32
Bettaiah Military Hotel,3.3,4
Roll Junction,2.9,56
Donne Biryani Hatti,3.6,27
The Bong,3.1,38
Coastal Creek,3.3,13
Talk Ease,3.1,10
Halli Mane Food Court,3.5,11
Srinidhi Real Food,3.6,26
Kerala Foods,3.5,10
Al Sadique Restaurant,3.5,31
Lazeez Xpress,3.4,11
Vyshali Food Corner,3.6,13
R S Lunch Home,3.4,11
Queens Food Corner,3.1,11
Sri Udupi Grand,3.2,9
Ambur Hot Dum Biryani,3.1,6
Bombay Food Express,3.7,18
Spicy Restaurant,3.0,25
Calcutta Chats,3.5,17
Akshaya Sambrama Veg Restaurant,3.2,13
South Inn,3.1,24
Pooja Veg,3.1,9
BISO - Citrus Hotels,3.9,158
Pizza Stop,3.9,146
The French Loaf,2.8,142
Sri Ayodhya Veg,3.6,24
M9 - Citrus Hotels,3.1,10
Tea and Wine Lounge,3.5,10
Sotally Tober,4.4,194
ShakesBierre,4.4,264
NoLimmits Lounge and Club,4.0,2112
Hoppipola,4.3,1708
Easy Tiger,4.3,2244
Russh Gastropub,4.2,1289
Coconut Grove,3.9,681
20 Feet High,4.0,933
Chugg,3.9,746
The 13th Floor,4.4,4582
Skyye,4.2,3119
Communiti,4.7,3920
Arbor Brewing Company,4.5,8382
KazÃÂÃÂÃÂÃÂ©,4.4,864
Shiro,4.4,2229
Hard Rock Cafe,4.5,5265
Farzi Cafe,4.4,2395
The Permit Room,4.5,1576
Bangalore Brew Works,4.2,2213
MISU,4.6,1217
The Bar Stock Exchange,4.3,609
The Biere Club,4.3,3485
SkyDeck By Sherlock's,4.2,1427
Soda Bottle Opener Wala,4.4,3656
Fava,4.4,2041
Alchemy - The Chancery Pavilion,4.3,447
Sanchez,4.3,1030
1Q1,4.3,596
RockSalt,4.4,488
Double Decker,4.3,2658
The Barn - Bar & Kitchen,4.2,240
Tree Tops Bar & Kitchen,4.4,113
Capri Gastrobar,4.3,286
The Open Box,4.2,2272
Watson's,4.2,1428
Bangalore Pub Exchange,4.2,210
Bang - The Ritz-Carlton,4.3,474
Laughing Llama Gastropub,4.3,394
Smaaash,4.2,538
Pecos Classic,4.1,552
My Space - WelcomeHotel Bengaluru,3.9,23
Guzzlers Inn,4.0,949
Chin Lung Resto Bar,3.9,378
Ice - Taj MG Road Bengaluru,4.1,608
Amber Rush Restobar,4.1,93
Fuel Resto Bar,4.2,38
Bootlegger,4.1,1543
Le Rock,4.0,1205
i-Bar - The Park Bangalore,3.8,617
Fusion Lounge,2.0,396
Scottish Pub,3.9,190
WYT RestroPub,2.7,402
ThrowBack - Pub & Dine,3.9,234
Downtown,3.7,294
The Ritz-Carlton Bar - The Ritz-Carlton,4.0,93
Sphyre - Gateway Hotel,3.6,43
Slounge - Lemon Tree Premier,4.0,62
Bar UNO - JW Marriott Bengaluru,3.9,72
Aqua - The Park Bangalore,4.0,195
Mighty Small,4.1,259
The Hub - Ibis Hotel,3.5,29
Retro Lounge Bar,3.8,108
Flame Pub & Restaurant - Brigade Garden,2.9,24
Liquid Lounge - Hyatt Centric MG Road,4.0,97
Page 3 Multicuisine Restaurant & Bar,3.5,14
White Plate,4.2,258
MM Bar & Restaurant,3.4,6
Luscious - St. Mark's Hotel,3.7,11
The Charlton Bar,3.3,4
Hammered,4.7,4677
Skylit - Citrus Hotels,4.0,324
Plan B,4.2,2022
Blue Bar - The Taj West End,4.0,113
Strikers Sports Bar and Music,3.8,73
The Whiskey Bar,3.7,43
Nostradamus Bar & Lounge,3.6,14
Tea and Wine Lounge,3.5,10
Sotally Tober,4.4,194
Oh! Calcutta,4.4,1112
Easy Tiger,4.3,2244
Russh Gastropub,4.2,1289
Coconut Grove,3.9,681
20 Feet High,4.0,933
Chugg,3.9,746
Arbor Brewing Company,4.5,8382
Hard Rock Cafe,4.5,5265
The Permit Room,4.5,1576
MISU,4.6,1217
The Bar Stock Exchange,4.3,609
The Biere Club,4.3,3485
SkyDeck By Sherlock's,4.2,1427
Fava,4.4,2041
Sunny's,4.1,1330
1Q1,4.3,596
RockSalt,4.4,488
Double Decker,4.3,2658
The Barn - Bar & Kitchen,4.2,240
Tree Tops Bar & Kitchen,4.4,113
Capri Gastrobar,4.3,286
The Rice Bowl,4.3,500
The Open Box,4.2,2272
Watson's,4.2,1428
Bangalore Pub Exchange,4.2,210
The Spice Bazaar,4.2,332
Carnival de Goa,4.2,982
Laughing Llama Gastropub,4.3,394
Plan B,4.2,4428
Tiger Trail - Ramada Hotel,4.0,188
Smaaash,4.2,538
Pecos Classic,4.1,552
Puran da Dhaba - The Pride Hotel,4.0,164
Ging - Royal Orchid Central,4.3,225
My Space - WelcomeHotel Bengaluru,3.9,23
Guzzlers Inn,4.0,949
Chin Lung Resto Bar,3.9,378
